node_id,node_name,field_ordinal,field_alias,expression,source_table,source_field,is_computed
164,ВТ_ФизическиеЛица_Свойства,5,ДатаРождения,ФизическиеЛица.ДатаРождения,ФизическиеЛица,ДатаРождения,false
164,ВТ_ФизическиеЛица_Свойства,6,ИНН,ФизическиеЛица.ИНН,ФизическиеЛица,ИНН,false
164,ВТ_ФизическиеЛица_Свойства,7,СНИЛС,ФизическиеЛица.СтраховойНомерПФР,ФизическиеЛица,СтраховойНомерПФР,false
164,ВТ_ФизическиеЛица_Свойства,8,Возраст,"РАЗНОСТЬДАТ(ФизическиеЛица.ДатаРождения, &КонецПериода, ГОД) + ВЫБОР
		КОГДА ДОБАВИТЬКДАТЕ(ФизическиеЛица.ДатаРождения, ГОД, РАЗНОСТЬДАТ(ФизическиеЛица.ДатаРождения, &КонецПериода, ГОД)) > &КонецПериода
			ТОГДА -1
		ИНАЧЕ 0
	КОНЕЦ",,,true
165,ВТ_ФизическиеЛица_ДляПаспортов,0,ФизическоеЛицо,ВТ_ФизическиеЛица_Свойства.ФизическоеЛицо,ВТ_ФизическиеЛица_Свойства,ФизическоеЛицо,false
166,ВТ_ГражданствоФизическихЛиц,0,ФизическоеЛицо,ГражданствоФизическихЛиц.ФизическоеЛицо,ГражданствоФизическихЛиц,ФизическоеЛицо,false
166,ВТ_ГражданствоФизическихЛиц,1,Страна,ГражданствоФизическихЛиц.Страна,ГражданствоФизическихЛиц,Страна,false
166,ВТ_ГражданствоФизическихЛиц,2,ИНН,ГражданствоФизическихЛиц.ИНН,ГражданствоФизическихЛиц,ИНН,false
167,Подзапрос_26,0,ФизическоеЛицо,ВТ_ФизическиеЛица_ДляПаспортов.ФизическоеЛицо,ВТ_ФизическиеЛица_ДляПаспортов,ФизическоеЛицо,false
168,ВТ_ИдентификаторыКонтрагентов_Старые,0,Контрагент,ВТ_Вкладчики.Вкладчик,ВТ_Вкладчики,Вкладчик,false
168,ВТ_ИдентификаторыКонтрагентов_Старые,1,Идентификатор,ВТ_Вкладчики.Вкладчик.ИНН,ВТ_Вкладчики,Вкладчик,false
168,ВТ_ИдентификаторыКонтрагентов_Старые,2,ИдентификаторФЛ_СНИЛС,"""""",,,true
168,ВТ_ИдентификаторыКонтрагентов_Старые,3,ИдентификаторФЛ_ИНН,"""""",,,true
168,ВТ_ИдентификаторыКонтрагентов_Старые,4,НаименованиеПолное,ВТ_Вкладчики.Вкладчик.НаименованиеПолное,ВТ_Вкладчики,Вкладчик,false
168,ВТ_ИдентификаторыКонтрагентов_Старые,5,КодКонтрагента,ВТ_Вкладчики.Вкладчик.Код,ВТ_Вкладчики,Вкладчик,false
169,Часть_1,0,Контрагент,ВТ_Вкладчики.Вкладчик,ВТ_Вкладчики,Вкладчик,false
169,Часть_1,1,Идентификатор,ВТ_Вкладчики.Вкладчик.ИНН,ВТ_Вкладчики,Вкладчик,false
169,Часть_1,2,ИдентификаторФЛ_СНИЛС,"""""",,,true
169,Часть_1,3,ИдентификаторФЛ_ИНН,"""""",,,true
169,Часть_1,4,НаименованиеПолное,ВТ_Вкладчики.Вкладчик.НаименованиеПолное,ВТ_Вкладчики,Вкладчик,false
169,Часть_1,5,КодКонтрагента,ВТ_Вкладчики.Вкладчик.Код,ВТ_Вкладчики,Вкладчик,false
170,Часть_2,0,Контрагент,ВТ_ФизическиеЛица.Контрагент,ВТ_ФизическиеЛица,Контрагент,false
170,Часть_2,1,Идентификатор,"ВЫБОР
		КОГДА ВТ_ФизическиеЛица.Контрагент.ИНН В ("""", ""0"")
			ТОГДА ВЫБОР
					КОГДА ВТ_ФизическиеЛица_Свойства.ИНН В ("""", ""0"")
						ТОГДА ВЫБОР
								КОГДА ЕСТЬNULL(ВТ_ГражданствоФизическихЛиц.ИНН, """") В ("""", ""0"")
									ТОГДА ВЫБОР
											КОГДА ВТ_ФизическиеЛица_Свойства.СНИЛС В (""   -   -      "", """", ""-   -"")
												ТОГДА ЕСТЬNULL(ВТ_ПаспортныеДанные.паспорт, """")
											ИНАЧЕ ВТ_ФизическиеЛица_Свойства.СНИЛС
										КОНЕЦ
								ИНАЧЕ ВТ_ГражданствоФизическихЛиц.ИНН
							КОНЕЦ
					ИНАЧЕ ВТ_ФизическиеЛица_Свойства.ИНН
				КОНЕЦ
		ИНАЧЕ ВТ_ФизическиеЛица.Контрагент.ИНН
	КОНЕЦ",,,true
170,Часть_2,2,ИдентификаторФЛ_СНИЛС,"ВЫБОР
		КОГДА ВТ_ФизическиеЛица_Свойства.СНИЛС В (""   -   -      "", """", ""-   -"")
			ТОГДА ""-""
		ИНАЧЕ ВТ_ФизическиеЛица_Свойства.СНИЛС
	КОНЕЦ",,,true
170,Часть_2,3,ИдентификаторФЛ_ИНН,"ВЫБОР
		КОГДА ВТ_ФизическиеЛица.Контрагент.ИНН В ("""", ""0"")
			ТОГДА ВЫБОР
					КОГДА ВТ_ФизическиеЛица_Свойства.ИНН В ("""", ""0"")
						ТОГДА ВЫБОР
								КОГДА ЕСТЬNULL(ВТ_ГражданствоФизическихЛиц.ИНН, """") В ("""", ""0"")
									ТОГДА ВЫБОР
											КОГДА ВТ_ФизическиеЛица_Свойства.СНИЛС В (""   -   -      "", """", ""-   -"")
												ТОГДА ЕСТЬNULL(ВТ_ПаспортныеДанные.паспорт, """")
											ИНАЧЕ """"
										КОНЕЦ
								ИНАЧЕ ВТ_ГражданствоФизическихЛиц.ИНН
							КОНЕЦ
					ИНАЧЕ ВТ_ФизическиеЛица_Свойства.ИНН
				КОНЕЦ
		ИНАЧЕ ВТ_ФизическиеЛица.Контрагент.ИНН
	КОНЕЦ",,,true
170,Часть_2,4,"""фл""","""фл""",,,true
170,Часть_2,5,Контрагент,ВТ_ФизическиеЛица.Контрагент.Код,ВТ_ФизическиеЛица,Контрагент,false
171,ВТ_Корректировки,0,ТипРезерва,ИсточникДанных.ТипРезерва,ИсточникДанных,ТипРезерва,false
171,ВТ_Корректировки,1,ПенсионныйСчет,ИсточникДанных.НомерСчета,ИсточникДанных,НомерСчета,false
171,ВТ_Корректировки,2,ТипСуммы,ИсточникДанных.ТипСуммы,ИсточникДанных,ТипСуммы,false
171,ВТ_Корректировки,3,Сумма,"СУММА(ВЫБОР ИсточникДанных.ВидДвижения
			КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
				ТОГДА ИсточникДанных.Сумма
			КОГДА ЗНАЧЕНИЕ(ВидДвиженияНакопления.Расход)
				ТОГДА -ИсточникДанных.Сумма
			ИНАЧЕ 0
		КОНЕЦ)",,,true
171,ВТ_Корректировки,4,СуммаВх,"СУММА(ВЫБОР
			КОГДА ИсточникДанных.Период < &НачалоПериода
					И ИсточникДанных.ВидДвижения = ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
				ТОГДА ИсточникДанных.Сумма
			КОГДА ИсточникДанных.Период < &НачалоПериода
					И ИсточникДанных.ВидДвижения = ЗНАЧЕНИЕ(ВидДвиженияНакопления.Расход)
				ТОГДА -ИсточникДанных.Сумма
			ИНАЧЕ 0
		КОНЕЦ)",,,true
171,ВТ_Корректировки,5,ИнвестиционныйДоход,"СУММА(ВЫБОР
			КОГДА ИсточникДанных.Период >= &НачалоПериода
					И ИсточникДанных.ВидОперации = ЗНАЧЕНИЕ(Перечисление.уп_ВидыОперацийПослеУчетнойДаты.ИнвестДоход)
					И ИсточникДанных.ВидДвижения = ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
				ТОГДА ИсточникДанных.Сумма
			КОГДА ИсточникДанных.Период >= &НачалоПериода
					И ИсточникДанных.ВидОперации = ЗНАЧЕНИЕ(Перечисление.уп_ВидыОперацийПослеУчетнойДаты.ИнвестДоход)
					И ИсточникДанных.ВидДвижения = ЗНАЧЕНИЕ(ВидДвиженияНакопления.Расход)
				ТОГДА -ИсточникДанных.Сумма
			ИНАЧЕ 0
		КОНЕЦ)",,,true
171,ВТ_Корректировки,6,Поступления,"СУММА(ВЫБОР
			КОГДА ИсточникДанных.Период >= &НачалоПериода
					И ИсточникДанных.ВидОперации = ЗНАЧЕНИЕ(Перечисление.уп_ВидыОперацийПослеУчетнойДаты.Взнос)
					И ИсточникДанных.ВидДвижения = ЗНАЧЕНИЕ(ВидДвиженияНакопления.Приход)
				ТОГДА ИсточникДанных.Сумма
			КОГДА ИсточникДанных.Период >= &НачалоПериода
					И ИсточникДанных.ВидОперации = ЗНАЧЕНИЕ(Перечисление.уп_ВидыОперацийПослеУчетнойДаты.Взнос)
					И ИсточникДанных.ВидДвижения = ЗНАЧЕНИЕ(ВидДвиженияНакопления.Расход)
				ТОГДА -ИсточникДанных.Сумма
			ИНАЧЕ 0
		КОНЕЦ)",,,true
172,Подзапрос_27,0,ТипРезерва,ВТ_ТипыРезервов.ТипРезерва,ВТ_ТипыРезервов,ТипРезерва,false
173,ВТ_Суммы_ПР,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
173,ВТ_Суммы_ПР,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
173,ВТ_Суммы_ПР,2,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
173,ВТ_Суммы_ПР,3,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
173,ВТ_Суммы_ПР,4,ОстатокИсх,0,,,true
173,ВТ_Суммы_ПР,5,Взносы,0,,,true
173,ВТ_Суммы_ПР,6,ИнвестиционныйДоход,0,,,true
173,ВТ_Суммы_ПР,7,ПризнакИсхОстатка,ЛОЖЬ,,ЛОЖЬ,false
173,ВТ_Суммы_ПР,8,ЗадолженностьПенсии,0,,,true
173,ВТ_Суммы_ПР,9,ИнвестДоходКФиксации,0,,,true
174,Подзапрос_28,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
174,Подзапрос_28,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
174,Подзапрос_28,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
175,Подзапрос_29,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
175,Подзапрос_29,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
175,Подзапрос_29,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
176,Подзапрос_30,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
176,Подзапрос_30,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
176,Подзапрос_30,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
177,Подзапрос_31,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
177,Подзапрос_31,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
177,Подзапрос_31,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
178,Подзапрос_32,0,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
179,Подзапрос_33,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
179,Подзапрос_33,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
179,Подзапрос_33,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
180,Подзапрос_34,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
180,Подзапрос_34,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
180,Подзапрос_34,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
181,Подзапрос_35,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
181,Подзапрос_35,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
181,Подзапрос_35,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
182,Подзапрос_36,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
182,Подзапрос_36,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
182,Подзапрос_36,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
183,Подзапрос_37,0,Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР.Организация,ВТ_ПенсионныеСчета_Орг_ПС_ТР,Организация,false
183,Подзапрос_37,1,ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ПенсионныйСчет,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ПенсионныйСчет,false
183,Подзапрос_37,2,ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР.ТипРезерва,ВТ_ПенсионныеСчета_Орг_ПС_ТР,ТипРезерва,false
184,Часть_1,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
184,Часть_1,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
184,Часть_1,2,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
184,Часть_1,3,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
184,Часть_1,4,ОстатокИсх,0,,,true
184,Часть_1,5,Взносы,0,,,true
184,Часть_1,6,ИнвестиционныйДоход,0,,,true
184,Часть_1,7,ПризнакИсхОстатка,ЛОЖЬ,,ЛОЖЬ,false
184,Часть_1,8,ЗадолженностьПенсии,0,,,true
184,Часть_1,9,ИнвестДоходКФиксации,0,,,true
185,Часть_2,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
185,Часть_2,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
185,Часть_2,2,НомерСчета,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
185,Часть_2,3,0,0,,,true
185,Часть_2,4,СуммаОстаток,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
185,Часть_2,5,0,0,,,true
185,Часть_2,6,0,0,,,true
185,Часть_2,7,ИСТИНА,ИСТИНА,,ИСТИНА,false
185,Часть_2,8,0,0,,,true
185,Часть_2,9,0,0,,,true
186,Часть_3,0,ТипРезерва,уп_ПоступленияОбороты.ТипРезерва,уп_ПоступленияОбороты,ТипРезерва,false
186,Часть_3,1,ТипСуммы,уп_ПоступленияОбороты.ТипСуммы,уп_ПоступленияОбороты,ТипСуммы,false
186,Часть_3,2,НомерСчета,уп_ПоступленияОбороты.НомерСчета,уп_ПоступленияОбороты,НомерСчета,false
186,Часть_3,3,0,0,,,true
186,Часть_3,4,0,0,,,true
186,Часть_3,5,СуммаОборот,уп_ПоступленияОбороты.СуммаОборот,уп_ПоступленияОбороты,СуммаОборот,false
186,Часть_3,6,0,0,,,true
186,Часть_3,7,ЛОЖЬ,ЛОЖЬ,,ЛОЖЬ,false
186,Часть_3,8,0,0,,,true
186,Часть_3,9,0,0,,,true
187,Часть_4,0,ТипРезерва,уп_ИнвестДоходОбороты.ТипРезерва,уп_ИнвестДоходОбороты,ТипРезерва,false
187,Часть_4,1,ТипСуммы,уп_ИнвестДоходОбороты.ТипСуммы,уп_ИнвестДоходОбороты,ТипСуммы,false
187,Часть_4,2,НомерСчета,уп_ИнвестДоходОбороты.НомерСчета,уп_ИнвестДоходОбороты,НомерСчета,false
187,Часть_4,3,0,0,,,true
187,Часть_4,4,0,0,,,true
187,Часть_4,5,0,0,,,true
187,Часть_4,6,СуммаОборот,уп_ИнвестДоходОбороты.СуммаОборот,уп_ИнвестДоходОбороты,СуммаОборот,false
187,Часть_4,7,ЛОЖЬ,ЛОЖЬ,,ЛОЖЬ,false
187,Часть_4,8,0,0,,,true
187,Часть_4,9,0,0,,,true
188,Часть_5,0,ТипРезерва,ВТ_Корректировки.ТипРезерва,ВТ_Корректировки,ТипРезерва,false
188,Часть_5,1,ТипСуммы,ВТ_Корректировки.ТипСуммы,ВТ_Корректировки,ТипСуммы,false
188,Часть_5,2,ПенсионныйСчет,ВТ_Корректировки.ПенсионныйСчет,ВТ_Корректировки,ПенсионныйСчет,false
188,Часть_5,3,СуммаВх,ВТ_Корректировки.СуммаВх,ВТ_Корректировки,СуммаВх,false
188,Часть_5,4,Сумма,ВТ_Корректировки.Сумма,ВТ_Корректировки,Сумма,false
188,Часть_5,5,Поступления,ВТ_Корректировки.Поступления,ВТ_Корректировки,Поступления,false
188,Часть_5,6,ИнвестиционныйДоход,ВТ_Корректировки.ИнвестиционныйДоход,ВТ_Корректировки,ИнвестиционныйДоход,false
188,Часть_5,7,ИСТИНА,ИСТИНА,,ИСТИНА,false
188,Часть_5,8,0,0,,,true
188,Часть_5,9,0,0,,,true
189,Часть_6,0,NULL,NULL,,NULL,false
189,Часть_6,1,NULL,NULL,,NULL,false
189,Часть_6,2,НомерСчета,уп_ЗадолженностьПоПенсиямОстатки.НомерСчета,уп_ЗадолженностьПоПенсиямОстатки,НомерСчета,false
189,Часть_6,3,0,0,,,true
189,Часть_6,4,0,0,,,true
189,Часть_6,5,0,0,,,true
189,Часть_6,6,0,0,,,true
189,Часть_6,7,ИСТИНА,ИСТИНА,,ИСТИНА,false
189,Часть_6,8,уп_ЗадолженностьПоПенсиямОстатки.СуммаПенсииОстаток + уп_ЗадолженностьПоПенсиямОстатки.СуммаДоплатыОстаток,уп_ЗадолженностьПоПенсиямОстатки.СуммаПенсииОстаток + уп_ЗадолженностьПоПенсиямОстатки.СуммаДоплатыОстаток,,,true
189,Часть_6,9,0,0,,,true
190,Часть_7,0,ТипРезерва,уп_ИнвестДоходНПОКФиксацииОстатки.ТипРезерва,уп_ИнвестДоходНПОКФиксацииОстатки,ТипРезерва,false
190,Часть_7,1,ТипСуммы,уп_ИнвестДоходНПОКФиксацииОстатки.ТипСуммы,уп_ИнвестДоходНПОКФиксацииОстатки,ТипСуммы,false
190,Часть_7,2,НомерСчета,уп_ИнвестДоходНПОКФиксацииОстатки.НомерСчета,уп_ИнвестДоходНПОКФиксацииОстатки,НомерСчета,false
190,Часть_7,3,0,0,,,true
190,Часть_7,4,0,0,,,true
190,Часть_7,5,0,0,,,true
190,Часть_7,6,0,0,,,true
190,Часть_7,7,ИСТИНА,ИСТИНА,,ИСТИНА,false
190,Часть_7,8,0,0,,,true
190,Часть_7,9,ИнвестДоходКФиксации,уп_ИнвестДоходНПОКФиксацииОстатки.СуммаОстаток,уп_ИнвестДоходНПОКФиксацииОстатки,СуммаОстаток,false
191,Часть_8,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
191,Часть_8,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
191,Часть_8,2,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
191,Часть_8,3,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
191,Часть_8,4,ОстатокИсх,0,,,true
191,Часть_8,5,Взносы,0,,,true
191,Часть_8,6,ИнвестиционныйДоход,0,,,true
191,Часть_8,7,ПризнакИсхОстатка,ЛОЖЬ,,ЛОЖЬ,false
191,Часть_8,8,ЗадолженностьПенсии,0,,,true
191,Часть_8,9,ИнвестДоходКФиксации,0,,,true
192,Часть_9,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
192,Часть_9,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
192,Часть_9,2,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
192,Часть_9,3,ОстатокВх,0,,,true
192,Часть_9,4,ОстатокИсх,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
192,Часть_9,5,Взносы,0,,,true
192,Часть_9,6,ИнвестиционныйДоход,0,,,true
192,Часть_9,7,ПризнакИсхОстатка,ИСТИНА,,ИСТИНА,false
192,Часть_9,8,ЗадолженностьПенсии,0,,,true
192,Часть_9,9,ИнвестДоходКФиксации,0,,,true
193,Часть_10,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
193,Часть_10,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
193,Часть_10,2,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
193,Часть_10,3,ОстатокВх,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
193,Часть_10,4,ОстатокИсх,0,,,true
193,Часть_10,5,Взносы,0,,,true
193,Часть_10,6,ИнвестиционныйДоход,0,,,true
193,Часть_10,7,ПризнакИсхОстатка,ЛОЖЬ,,ЛОЖЬ,false
193,Часть_10,8,ЗадолженностьПенсии,0,,,true
193,Часть_10,9,ИнвестДоходКФиксации,0,,,true
194,Часть_11,0,ТипРезерва,уп_РезервыОстатки.ТипРезерва,уп_РезервыОстатки,ТипРезерва,false
194,Часть_11,1,ТипСуммы,уп_РезервыОстатки.ТипСуммы,уп_РезервыОстатки,ТипСуммы,false
194,Часть_11,2,ПенсионныйСчет,уп_РезервыОстатки.НомерСчета,уп_РезервыОстатки,НомерСчета,false
194,Часть_11,3,ОстатокВх,0,,,true
194,Часть_11,4,ОстатокИсх,уп_РезервыОстатки.СуммаОстаток,уп_РезервыОстатки,СуммаОстаток,false
194,Часть_11,5,Взносы,0,,,true
194,Часть_11,6,ИнвестиционныйДоход,0,,,true
194,Часть_11,7,ПризнакИсхОстатка,ИСТИНА,,ИСТИНА,false
194,Часть_11,8,ЗадолженностьПенсии,0,,,true
194,Часть_11,9,ИнвестДоходКФиксации,0,,,true
195,ВТ_Суммы_ПР_дляВС,0,ПенсионныйСчет,ВТ_Суммы_ПР.ПенсионныйСчет,ВТ_Суммы_ПР,ПенсионныйСчет,false
195,ВТ_Суммы_ПР_дляВС,1,ШаблонДоговора,ВТ_СхемыПенсионныхСчетов.ШаблонДоговора,ВТ_СхемыПенсионныхСчетов,ШаблонДоговора,false
195,ВТ_Суммы_ПР_дляВС,2,Схема,ВТ_СхемыПенсионныхСчетов.Схема,ВТ_СхемыПенсионныхСчетов,Схема,false
195,ВТ_Суммы_ПР_дляВС,3,ТипРезерва,ВТ_Суммы_ПР.ТипРезерва,ВТ_Суммы_ПР,ТипРезерва,false
195,ВТ_Суммы_ПР_дляВС,4,ТипСуммы,ВТ_Суммы_ПР.ТипСуммы,ВТ_Суммы_ПР,ТипСуммы,false
195,ВТ_Суммы_ПР_дляВС,5,ОстатокИсх,"ВЫБОР 
		КОГДА ВТ_Суммы_ПР.ТипРезерва В (ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.ИПС),
								ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.СПС),
								ЗНАЧЕНИЕ(Перечисление.уп_ТипыРезерва.ПожизненныхВыплат))
				И ВТ_Суммы_ПР.ОстатокИсх > 0	
			ТОГДА ВТ_Суммы_ПР.ОстатокИсх 
		ИНАЧЕ 0
	КОНЕЦ",,,true
195,ВТ_Суммы_ПР_дляВС,6,ПриоритетРасчетаВС,ВТ_СхемыПенсионныхСчетов.ПриоритетРасчетаВС,ВТ_СхемыПенсионныхСчетов,ПриоритетРасчетаВС,false
195,ВТ_Суммы_ПР_дляВС,7,Состояние,ВТ_СхемыПенсионныхСчетов.Состояние,ВТ_СхемыПенсионныхСчетов,Состояние,false
195,ВТ_Суммы_ПР_дляВС,8,СостояниеДляРасчета,"ВЫБОР 
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ВыплатнойПериод)
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.НакопительныйПериод)
    	ИНАЧЕ ЗНАЧЕНИЕ(Перечисление.уп_СостоянияПС.ОжиданиеВзносов)   			
    КОНЕЦ",,,true
195,ВТ_Суммы_ПР_дляВС,9,КоличествоЛет,"ВЫБОР
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА РАЗНОСТЬДАТ(КОНЕЦПЕРИОДА(ВТ_СхемыПенсионныхСчетов.ДатаВыплатногоПериода, ДЕНЬ), &КонецПериода, ГОД)
    	КОГДА ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода <> ДАТАВРЕМЯ(1, 1, 1, 0, 0, 0)
    		ТОГДА РАЗНОСТЬДАТ(КОНЕЦПЕРИОДА(ВТ_СхемыПенсионныхСчетов.ДатаНакопительногоПериода, ДЕНЬ), &КонецПериода, ГОД)
    	ИНАЧЕ 0    		
	КОНЕЦ",,,true
